"仕入先ｺｰﾄﾞ","仕入先名１","仕入先名２","仕入先名略称","仕入先名索引","郵便番号","住所１","住所２","住所３","カスタマバーコード","電話番号","ＦＡＸ番号","支払先ｺｰﾄﾞ","支払先名","支払先区分名","担当者ｺｰﾄﾞ","担当者名","締日１","締日２","締日３","支払日１","支払日２","支払日３","支払ｻｲｸﾙ１","支払ｻｲｸﾙ名１","支払ｻｲｸﾙ２","支払ｻｲｸﾙ名２","支払ｻｲｸﾙ３","支払ｻｲｸﾙ名３","支払条件１","支払条件名１","支払条件２","支払条件名２","支払条件３","支払条件名３","金額処理区分名","消費税免税区分名","仕入単価設定区分名","消費税計算区分名","消費税計算単位","消費税分解区分名","支払明細書出力ﾀｲﾌﾟ名","支払明細書出力形式名","仕入先台帳出力形式名","支払消費税算出単位名","期首買掛残高","前回支払残高","相殺得意先ｺｰﾄﾞ","相殺得意先名","日付印字区分名","相手先担当者名","ﾏｽﾀｰ検索表示区分名","注文書出力区分名","個別設定入力行数"
"100153","ｱﾚｸｻﾝﾄﾞﾗ・ｼﾞｬﾊﾟﾝ・ﾘﾐﾃｯﾄﾞ","","ｱﾚｸｻﾝﾄﾞﾗ・ｼﾞｬﾊﾟﾝ・ﾘﾐ","ｱﾚｸｻﾝﾄ","103-0027","東京都中央区","日本橋3-5-9-301","","10300273-5-9-301","03-3245-0211","03-3245-0213","100153","ｱﾚｸｻﾝﾄﾞﾗ・ｼﾞｬﾊﾟﾝ・ﾘﾐ","通常","000008","河田哲哉",30,0,0,15,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100154","I　WATCH　CO.,LTD","","I　WATCH　CO.,LTD","ｱｲｳｫｯﾁ","","Room 1102A,OCEAN CENTRE,HARBOUR","CITY KOWLOON H.K","","","","","100154","I　WATCH　CO.,LTD","通常","000008","河田哲哉",30,0,0,5,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100155","株式会社　天賞堂","","㈱天賞堂","ﾃﾝｼｮｳﾄ","104-0061","東京都中央区","銀座4-3-9","","10400614-3-9","03-3561-0101","03-3561-0104","100155","㈱天賞堂","通常","000008","河田哲哉",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100156","トーショー　株式会社","","トーショー㈱","ﾄｰｼｮｰ","230-0052","神奈川県横浜市鶴見区","生麦4-5-11","新興プランテックビル2F","23000524-5-11-2","045-508-3388","","100156","トーショー㈱","通常","000008","河田哲哉",30,0,0,15,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100157","COMTECH WATCHES(PRODUCTS)CO.,LTD","","COMTECH WATCHES(PROD","ｺﾑﾃｯｸ","","","","","","852-24192829","852-24191516","100157","COMTECH WATCHES(PROD","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100158","株式会社　フィフティ50","","㈱フィフティ50","ﾌｨﾌﾃｨ5","132-0035","東京都江戸川区","平井5-27-6","アーバンコート精2F","13200355-27-6-2","03-5247-3981","03-5247-3982","100158","㈱フィフティ50","通常","000008","河田哲哉",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100159","株式会社　ｼｪﾙｳｯﾄﾞｱﾝﾄﾞﾃｨﾌｧﾆｨ","","㈱ｼｪﾙｳｯﾄﾞｱﾝﾄﾞﾃｨﾌｧﾆｨ","ｼｪﾙｳｯﾄ","541-0054","大阪府大阪市中央区","南本町1-3-5","JSKビル","54100541-3-5","06-6261-4281","06-6261-4280","100159","㈱ｼｪﾙｳｯﾄﾞｱﾝﾄﾞﾃｨﾌｧﾆｨ","通常","000011","三島和晃",20,0,0,20,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100160","株式会社　タイムクラブ","","㈱タイムクラブ","ﾀｲﾑｸﾗﾌ","541-0048","大阪府大阪市中央区","瓦町1-4-6","","54100481-4-6","06-6205-4284","06-6205-4280","100160","㈱タイムクラブ","通常","000011","三島和晃",20,0,0,20,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100161","株式会社　ﾌｧｲﾌﾞｽﾀｰﾄﾚｰﾃﾞｨﾝｸﾞ","","㈱ﾌｧｲﾌﾞｽﾀｰﾄﾚｰﾃﾞｨﾝｸﾞ","ﾌｧｲﾌﾞｽ","556-0006","大阪府大阪市浪速区","日本橋東1-1-5","SK BUILDING 2F","55600061-1-5-2","06-6645-5656","06-6645-5857","100161","㈱ﾌｧｲﾌﾞｽﾀｰﾄﾚｰﾃﾞｨﾝｸﾞ","通常","000015","石井伸洋",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100162","平和堂貿易　株式会社","","平和堂貿易㈱","ﾍｲﾜﾄﾞｳ","107-0052","東京都港区","赤坂4-1-33","赤坂中西ビル4F","10700524-1-33-4","03-3586-1811","","100162","平和堂貿易㈱","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100163","ｽｳｫｯﾁｸﾞﾙｰﾌﾟｼﾞｬﾊﾟﾝ　株式会社","ﾊﾐﾙﾄﾝ事業部","ｽｳｫｯﾁｸﾞﾙｰﾌﾟﾊﾐﾙﾄﾝ","ﾊﾐﾙﾄﾝ","1048188","東京都中央区","銀座7-9-18","ニコラス・G・ハイエックセンター","10400617-9-18-G","03-6254-7200","","100163","ｽｳｫｯﾁｸﾞﾙｰﾌﾟﾊﾐﾙﾄﾝ","通常","000011","三島和晃",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",4657338,0,"000000","","西暦","","表示","出力対象",0
"100164","ランガージャパン　株式会社","","ランガージャパン㈱","ﾗﾝｶﾞｰｼ","162-0845","東京都新宿区","市谷本村町3-28","新日本市ヶ谷ビル1F","16208453-28-1","03-6265-0030","03-6265-0031","100164","ランガージャパン㈱","通常","000008","河田哲哉",20,0,0,30,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100165","株式会社　タルガ","","㈱タルガ","ﾀﾙｶﾞ","104-0061","東京都中央区","銀座2-12-12","深山ビル　6階A","10400612-12-12-6A","03-5550-2355","03-5550-2352","100165","㈱タルガ","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100166","ユーロパッション　株式会社","","ユーロパッション㈱","ﾕｰﾛﾊﾟｯ","542-0081","大阪府大阪市中央区","南船場2-7-11","心斎橋ビル5F","54200812-7-11-5","06-6268-5154","06-6268-5030","100166","ユーロパッション㈱","通常","000011","三島和晃",20,0,0,20,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",29700,0,"000000","","西暦","","表示","出力対象",0
"100167","株式会社　明光","","㈱明光","ﾒｲｺｳ","132-0023","東京都江戸川区","西一之江2-22-22","","13200232-22-22","03-3656-3391","03-3654-3717","100167","㈱明光","通常","000008","河田哲哉",20,0,0,10,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100168","プーマタイムアフターサービス","","ﾌﾟｰﾏﾀｲﾑｻｰﾋﾞｽ","ﾌﾟｰﾏﾀｲ","104-0061","東京都中央区","銀座1-2-4","サクセス銀座ファーストビルB1F","10400611-2-4-B1","03-5524-6781","03-5250-2110","100168","ﾌﾟｰﾏﾀｲﾑｻｰﾋﾞｽ","通常","000008","河田哲哉",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100169","ジェントス　株式会社","","ｼﾞｪﾝﾄｽ㈱","ｼﾞｪﾝﾄｽ","110-0008","東京都台東区","池之端2-7-17","","11000082-7-17","03-3824-1667","03-3823-2558","100169","ｼﾞｪﾝﾄｽ㈱","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100170","MYWA SWISS WATCH&Jewellery LTD.,","","MYWA SWISS WATCH&Jew","ﾏｲﾜ","","","","","","","","100170","MYWA SWISS WATCH&Jew","通常","000008","河田哲哉",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100171","サンイーグル装身具　株式会社","","サンイーグル装身具","ｻﾝｲｰｸﾞﾙ","101-0031","東京都千代田区","東神田1-9-8","ミユキビル8階","10100311-9-8-8","03-5822-7410","03-3864-7701","100171","サンイーグル装身具","通常","000011","三島和晃",30,0,0,15,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",411671,366959,"000000","","西暦","","表示","出力対象",0
"100172","nano color","","nano color","ﾅﾉｶﾗｰ","577-0033","大阪府東大阪市","御厨東1-6-20","","57700331-6-20","080-3111-8989","","100172","nano color","通常","000011","三島和晃",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100173","有限会社　SHOW Me","","㈲SHOW Me","ｼｮｳｰﾐｰ","564-0051","大阪府吹田市","豊津町11-16","第一かつみビル3F","564005111-16-3","06-6190-7887","06-4861-1777","100173","㈲SHOW Me","通常","000011","三島和晃",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100174","株式会社　A.I.C","","㈱A.I.C","ｴｰｱｲｼｰ","564-0063","大阪府吹田市","江坂町1-12-4","第2江坂ソリトンビル2階","56400631-12-4-2-2","06-6318-6589","06-6310-7168","100174","㈱A.I.C","通常","000011","三島和晃",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,82989,"000000","","西暦","","表示","出力対象",0
"100175","株式会社　DKSHジャパン","","㈱DKSHジャパン","ﾃﾞｨｰｹｲ","1088360","東京都港区三田3-4-19","","","10800733-4-19","03-5441-4515","","100175","㈱DKSHジャパン","通常","000008","河田哲哉",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100176","BEIJING BLOSSOM INTERNATIONAL","TRADE CO., LTD","BEIJING BLOSSOM INTE","BEIJIN","","","","","","","","100176","BEIJING BLOSSOM INTE","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100177","オフィスハッシュ　株式会社","","オフィスハッシュ㈱","ｵﾌｨｽﾊｯ","150-0021","東京都渋谷区","恵比寿西2-20-8","パーフェクトルーム617","15000212-20-8-617","03-3476-0003","03-5784-4727","100177","オフィスハッシュ㈱","通常","000011","三島和晃",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100178","株式会社　ベル","","㈱ベル","ﾍﾞﾙ","157-0071","東京都世田谷区","千歳台1-39-15","","15700711-39-15","03-3483-7766","03-3483-7921","100178","㈱ベル","通常","000011","三島和晃",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",80190,6325776,"000000","","西暦","","表示","出力対象",0
"100179","LONGITUDE LTD","","LONGITUDE LTD","ﾛﾝｼﾞﾁｭ","","11F MILLION CENTER 25-27"," LAMTIN STREET KWAI CHUNG N.T","","","","","100179","LONGITUDE LTD","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",110661,-2045505,"000000","","西暦","","表示","出力対象",0
"100180","アクセソ・モーダ","","アクセソ・モーダ","ｱｸｾｿ･ﾓ","631-0078","奈良県奈良市","富雄元町2丁目3-29-1","上田ビル305","63100782-3-29-1-305","0742-55-1700","0742-55-1700","100180","アクセソ・モーダ","通常","000011","三島和晃",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100181","株式会社　富士精密","","㈱富士精密","ﾌｼﾞｾｲﾐ","354-0031","埼玉県富士見市","勝瀬889-1","","3540031889-1","049-277-7566","049-263-8481","100181","㈱富士精密","通常","000008","河田哲哉",20,0,0,20,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100182","AVANTCO","","AVANTCO","ｱﾊﾞﾝﾁｺ","","SUITE 403/332-342 OXFORD STREET,",",BONDI JUNCTION NSW 2022,","AUSTRALIA","","","","100182","AVANTCO","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",-1503965,-2725439,"000000","","西暦","","表示","出力対象",0
"100183","アドミラル産業　株式会社","","アドミラル産業㈱","ｱﾄﾞﾐﾗﾙ","111-0043","東京都台東区","駒形1-2-13","","11100431-2-13","03-3843-9662","03-3843-9661","100183","アドミラル産業㈱","通常","000011","三島和晃",30,0,0,10,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100184","株式会社　ANDOROS","","㈱ANDOROS","ｱﾝﾄﾞﾛｽ","154-0004","東京都世田谷区","太子堂1-4-17","FビルB1","15400041-4-17-B1","03-6770-7512","03-5431-0472","100184","㈱ANDOROS","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100185","レビュートーメンジャパン","合同会社","ﾚﾋﾞｭｰﾄｰﾒﾝｼﾞｬﾊﾟﾝ","ﾚﾋﾞｭｰﾄ","110-0005","東京都台東区","上野3-10-10","関東ビル5F","11000053-10-10-5","03-5812-6880","03-5812-6881","100185","ﾚﾋﾞｭｰﾄｰﾒﾝｼﾞｬﾊﾟﾝ","通常","000008","河田哲哉",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100186","ウインデージア","","ウインデージア","ｳｲﾝﾃﾞｰ","286-0033","千葉県成田市","花崎町799-7","ホクセイビル4F","2860033799-7-4","0476-20-2660","0476-20-2661","100186","ウインデージア","通常","000011","三島和晃",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100187","PHILIPPE SALVET(FAR EAST)LTD","","PHILIPPE SALVET(FAR","ﾌｨﾘｯﾌﾟ","","SUITEB,6F,Ritz plaza122 Austin","Road Kln. H.K","","","852-2302-0477","","100187","PHILIPPE SALVET(FAR","通常","000008","河田哲哉",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100188","株式会社　ヨヴィッサジャパン","","㈱ヨヴィッサジャパン","ﾖｳﾞｨｯｻ","235-0021","神奈川県横浜市磯子区","岡村1-3-10","","23500211-3-10","045-754-1923","045-754-1922","100188","㈱ヨヴィッサジャパン","通常","000008","河田哲哉",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100189","有限会社　ｽｷﾞﾔﾏｻﾝｼｬｲﾝ","","㈲ｽｷﾞﾔﾏｻﾝｼｬｲ","ｽｷﾞﾔﾏｻ","170-6002","東京都豊島区","東池袋3-1-2","ｻﾝｼｬｲﾝｱﾙﾊﾟ2F　48号","17000133-1-2-2-48","03-3987-4080","03-3987-4308","100189","㈲ｽｷﾞﾔﾏｻﾝｼｬｲ","通常","000008","河田哲哉",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100190","株式会社　シーマジャパン","","㈱シーマジャパン","ｼｰﾏｼﾞｬ","354-0014","埼玉県富士見市","水谷2-10-4","","35400142-10-4","049-254-1511","049-254-1510","100190","㈱シーマジャパン","通常","000011","三島和晃",30,0,0,20,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",95040,95040,"000000","","西暦","","表示","出力対象",0
"100191","株式会社　マツダ","","㈱マツダ","ﾏﾂﾀﾞ","604-8206","京都府京都市中京区","新町三条上ル町頭町91","","604820691","075-221-5111","","100191","㈱マツダ","通常","000011","三島和晃",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",131544,0,"000000","","西暦","","表示","出力対象",0
"100192","セイコークロック　株式会社","","セイコークロック㈱","ｾｲｺｰｸﾛ","1358557","東京都江東区福住2-4-3","","","13500322-4-3","03-5639-6500","","100192","セイコークロック㈱","通常","000008","河田哲哉",30,0,0,15,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100193","株式会社　アースライズ","","㈱アースライズ","ｱｰｽﾗｲｽ","333-0831","埼玉県川口市","木曽呂466-10","","3330831466-10","048-299-4953","048-299-4954","100193","㈱アースライズ","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",10065,0,"000000","","西暦","","表示","出力対象",0
"100194","TIME MODULE(H.K)LTD","","TIME MODULE(H.K)LTD","ﾀｲﾑﾓｼﾞ","","Room2501,Metroplaza Tower2,223","Hing Fong Road,Kwai Fong,N.T.,","Hong Kong","","852-2429-7979","852-2420-6992","100194","TIME MODULE(H.K)LTD","通常","000008","河田哲哉",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100195","DELTA LINK ENTERPRISES LTD","","DELTA LINK ENTERPRIS","ﾃﾞﾙﾀﾘﾝ","","UNIT20-21,8F BLOCK B,HI TECHIND","CTR.491-501 CASTLE PEAKRD.TSUEN","WAN,N,T,HONG KONG","","","","100195","DELTA LINK ENTERPRIS","通常","000008","河田哲哉",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100196","株式会社　イートランス","","㈱イートランス","ｲｰﾄﾗﾝｽ","577-0012","大阪府東大阪市","長田東2-1-13","","57700122-1-13","06-6748-8080","06-6748-8088","100196","㈱イートランス","通常","000011","三島和晃",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,1119960,"000000","","西暦","","表示","出力対象",0
"100197","株式会社　NCO製作所","","㈱NCO製作所","ｴﾇｼｰｵｰ","110-0014","東京都台東区","北上野2-24-10","","11000142-24-10","03-3843-7905","03-3843-7218","100197","㈱NCO製作所","通常","000008","河田哲哉",30,0,0,20,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100198","Luna Kairos","","Luna Kairos","ﾙﾅｶﾙﾛｽ","350-1335","埼玉県狭山市","柏原2580-48","","35013352580-48","04-2952-9495","04-2952-9495","100198","Luna Kairos","通常","000008","河田哲哉",20,0,0,30,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100199","ﾌｪﾃﾞｯｸｽ下請け運送","","ﾌｪﾃﾞｯｸｽ下請け運送","ﾌｪﾃﾞｯｸ","","","","","","","","100199","ﾌｪﾃﾞｯｸｽ下請け運送","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100200","WAVE PROMOTIONS LTD","","WAVE PROMOTIONS LTD","ｳｪｰﾌﾞﾌ","","","","","","","","100200","WAVE PROMOTIONS LTD","通常","000008","河田哲哉",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100201","協和精工　株式会社","","協和精工㈱","ｷｮｳﾜｾｲ","277-0855","千葉県柏市","南柏1-1-2","富士物産ビル5F(柏営業所）","27708551-1-2-5","04-7142-7381","04-7147-7772","100201","協和精工㈱","通常","000011","三島和晃",30,0,0,15,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",196560,572832,"000000","","西暦","","表示","出力対象",0
"100202","ATOP PRECISION IND.CO.LTD","","ATOP PRECISION IND.C","ATOP P","","","","","","","","100202","ATOP PRECISION IND.C","通常","000008","河田哲哉",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"","切捨","免税「税抜扱い」","","",0,"","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100203","ブレインプロダクツ　株式会社","","ﾌﾞﾚｲﾝﾌﾟﾛﾀﾞｸﾂ㈱","ﾌﾞﾚｲﾝﾌﾟﾛﾀﾞ","104-0028","東京都中央区","八重洲２丁目5-12","プレリー八重洲ビル7F","10400282-5-12-7","03-3527-9510","03-3527-9462","100203","ﾌﾞﾚｲﾝﾌﾟﾛﾀﾞｸﾂ㈱","通常","000011","三島和晃",30,0,0,15,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100204","有限会社　ﾖｼﾀﾞﾄﾚｰﾄﾞｶﾝﾊﾟﾆｰ","","㈲ﾖｼﾀﾞﾄﾚｰﾄﾞｶﾝﾊﾟﾆｰ","ﾖｼﾀﾞﾄﾚｰﾄﾞ","106-0031","東京都港区","西麻布2-26-7","","10600312-26-7","03-5774-9042","03-5774-9043","100204","㈲ﾖｼﾀﾞﾄﾚｰﾄﾞｶﾝﾊﾟﾆｰ","通常","000011","三島和晃",30,0,0,15,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",223561,1069266,"000000","","西暦","","表示","出力対象",0
"100205","アデッソ　株式会社","","アデッソ㈱","ｱﾃﾞｯｿ ｶﾌﾞｼ","140-0013","東京都品川区","南大井6-17-10","大森レインボービル2F","14000136-17-10-2","03-5762-8756","03-5718-2380","100205","アデッソ㈱","通常","000015","石井伸洋",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",200772,268834,"000000","","西暦","","表示","出力対象",0
"100206","三善産業　株式会社","","三善産業㈱","ﾐﾖｼｻﾝｷﾞｮｳ","111-0055","東京都台東区","三筋1-4-12","","11100551-4-12","03-3862-4892","03-3862-4890","100206","三善産業㈱","通常","000011","三島和晃",30,0,0,15,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",-4676,-4676,"000000","","西暦","","表示","出力対象",0
"100207","有限会社　ﾌｫｰｶｽｺｰﾎﾟﾚｰｼｮﾝ","","㈲ﾌｫｰｶｽｺｰﾎﾟﾚｰｼｮﾝ","ﾌｫｰｶｽｺｰﾎﾟﾚ","533-0033","大阪府大阪市東淀川区","東中島1-20-14","東口ステーションビル3F","53300331-20-14-3","06-6815-8693","06-6815-8694","100207","㈲ﾌｫｰｶｽｺｰﾎﾟﾚｰｼｮﾝ","通常","000011","三島和晃",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
"100208","有限会社　BLUES","","㈲BLUES","ﾌﾞﾙｰｽ","150-0001","東京都渋谷区","神宮前2-6-7","神宮前ファッションビル5F","15000012-6-7-5","03-6438-9913","03-6438-9914","100208","㈲BLUES","通常","000011","三島和晃",30,0,0,15,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"","切捨","課税","商品設定","切捨",1,"切捨","明細転記","","","",0,0,"000000","","西暦","","表示","出力対象",0
