"得意先ｺｰﾄﾞ","得意先名１","得意先名２","得意先名略称","得意先名索引","郵便番号","住所１","住所２","住所３","電話番号","ＦＡＸ番号","取引区分名","請求先ｺｰﾄﾞ","請求先名","請求先区分名","担当者ｺｰﾄﾞ","担当者名","締日１","締日２","締日３","入金日１","入金日２","入金日３","入金ｻｲｸﾙ１","入金ｻｲｸﾙ名１","入金ｻｲｸﾙ２","入金ｻｲｸﾙ名２","入金ｻｲｸﾙ３","入金ｻｲｸﾙ名３","入金条件１","入金条件名１","入金条件２","入金条件名２","入金条件３","入金条件名３","与信限度額"
"200384","株式会社　マスダ増","","㈱マスダ増","ﾏｽﾀﾞﾏｽ","103-0003","東京都中央区","日本橋横山町7-5","第四営業部","03-3664-7651","03-3664-9002","","200384","㈱マスダ増","通常","000005","㈱インテック",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200385","株式会社　八ヶ岳ﾓｰﾙﾏﾈｰｼﾞﾒﾝﾄ","","㈱八ヶ岳ﾓｰﾙﾏﾈｰｼﾞﾒﾝﾄ","ﾔﾂｶﾞﾀｹ","102-0082","東京都千代田区","一番町18番地","","03-3512-3550","03-3512-3551","","200385","㈱八ヶ岳ﾓｰﾙﾏﾈｰｼﾞﾒﾝﾄ","通常","000008","河田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",50000
"200386","ワンダークエスト　株式会社","","ワンダークエスト㈱","ﾜﾝﾀﾞｰｸｴｽﾄ","530-0003","大阪府大阪市北区","堂島1-5-17","堂島グランドビル　5F","06-4797-2511","06-4797-2512","","200386","ワンダークエスト㈱","通常","000011","三島",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",5000000
"200387","株式会社　丸一商行","","㈱丸一商行","ﾏﾙｲﾁｼｮ","064-0808","北海道札幌市中央区","南八条西12丁目2-15","","011-561-5282","011-551-5930","","200387","㈱丸一商行","通常","000005","㈱インテック",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200388","GRIP","","GRIP","ｸﾞﾘｯﾌﾟ","490-1107","愛知県あま市森4丁目4-9","","","052-445-2914","052-445-2914","","200388","GRIP","通常","000008","河田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",600000
"200389","株式会社　向陽","","㈱向陽","ｺｳﾖｳ","101-0021","東京都千代田区","外神田3-2-3","","03-3252-5380","03-3252-5381","","200389","㈱向陽","通常","000005","㈱インテック",30,0,0,10,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200390","有限会社　銀座一番堂","","㈲銀座一番堂","ｷﾞﾝｻﾞｲ","143-0023","東京都大田区","山王2-1-5","大森駅ビル""ﾗﾗ""1F","03-3776-5228","03-3776-5228","","200390","㈲銀座一番堂","通常","000005","㈱インテック",20,0,0,10,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200391","青木商会","","青木商会","ｱｵｷｼｮｳ","110-0005","東京都台東区","上野7-9-15","車坂ビル　エスカム㈱内","03-5806-1381","03-5806-1382","","200391","青木商会","通常","000005","㈱インテック",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200392","株式会社　光石","","㈱光石","ｺｳｾｷ","105-0004","東京都港区","新橋2-16-1","ニュー新橋ビル　1F","03-3591-7706","03-3591-7706","","200392","㈱光石","通常","000005","㈱インテック",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200393","有限会社　アナザーワールド","","㈲アナザーワー","ｱﾅｻﾞｰﾜ","605-0811","京都府京都市東山区","小松町563-12","","075-533-6933","075-533-6939","","200393","㈲アナザーワー","通常","000005","㈱インテック",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200394","株式会社　ＹＳ","","㈱ＹＳ","ﾜｲｽﾞ","114-0002","東京都北区","王子1-28-10","","03-5902-3002","03-5390-6088","","200394","㈱ＹＳ","通常","000005","㈱インテック",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200395","株式会社　AQUA","","㈱AQUA","ｱｸｱ","231-0033","神奈川県横浜市中区","長者町2-5-14","セントラルビル205","045-222-6762","045-222-6572","","200395","㈱AQUA","通常","000011","三島",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200396","シーサー　株式会社","","シーサー㈱","ｼｰｻｰ ｶ","150-0002","東京都渋谷区","渋谷1-17-2","CRD Shibuya1st　６階","03-5766-4730","03-5766-4731","","200396","シーサー㈱","通常","000011","三島",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200397","BEIJING SUCCESS INTERNATIONAL","TRADING CO.,LTD","BEIJING SUCCESS INTE","ﾍﾟｷﾝ","","Beijing Fengtai District,South","Jiayuan,yicheng ParkNo.7-4-302","","","","","200397","BEIJING SUCCESS INTE","通常","000001","高橋",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200398","有限会社　しなのや","","㈲しなのや","ｼﾅﾉﾔ","176-0001","東京都練馬区","練馬1-6-1-103号","","03-3991-9244","03-3991-9244","","200398","㈲しなのや","通常","000005","㈱インテック",30,0,0,10,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200399","ナルラジャパン　有限会社","","ナルラジャパン㈲","ﾅﾙﾗｼﾞｬ","541-0054","大阪府大阪市中央区","南本町1-3-9","サンコービル708","06-6264-0282","06-6261-5280","","200399","ナルラジャパン㈲","通常","000009","赤木",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200400","株式会社　オザワトレーディング","","㈱ｵｻﾞﾜﾄﾚｰﾃﾞｨﾝｸﾞ","ｵｻﾞﾜﾄﾚ","501-0472","岐阜県本巣市","下福島484","","058-260-8903","058-260-8904","","200400","㈱ｵｻﾞﾜﾄﾚｰﾃﾞｨﾝｸﾞ","通常","000008","河田",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",300000
"200401","株式会社　グレイス","","㈱グレイス","ｸﾞﾚｲｽ","158-0098","東京都世田谷区","上用賀5-2-12","シンコービル2F","03-6431-0326","03-6431-0327","","200401","㈱グレイス","通常","000008","河田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",20000000
"200402","雑貨販売　よしや","","雑貨販売　よしや","ﾖｼﾔ","115-0042","東京都北区","志茂2-36-6-1F","","03-3901-8350","03-3901-8350","","200402","雑貨販売　よしや","通常","000001","高橋",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"",1
"200403","株式会社　ｴｽ･ｹｲ･ｲﾝﾀｰﾅｼｮﾅﾙ","","㈱ｴｽ･ｹｲ･ｲﾝﾀｰﾅｼｮﾅﾙ","ｴｽｹｲｲﾝ","556-0006","大阪府大阪市浪速区","日本橋東1-1-5","SK BUILDING 2F","06-6645-5858","06-6645-5857","","200403","㈱ｴｽ･ｹｲ･ｲﾝﾀｰﾅｼｮﾅﾙ","本店","000015","石井",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1000000
"200404","株式会社　ツメコム","","㈱ツメコム","ﾂﾒｺﾑ","460-0008","愛知県名古屋市中区","栄1-22-16","ミナミ栄ビル303","052-220-2606","052-220-2605","","200404","㈱ツメコム","通常","000008","河田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200405","ｲｵﾝﾘﾃｰﾙ　株式会社","ﾆﾐｳｽ　ﾓﾗｰｼﾞｭ菖蒲店","ﾆﾐｳｽﾓﾗｰｼﾞｭ菖蒲","ｲｵﾝ","346-0106","埼玉県南埼玉郡菖蒲町","菖蒲3555番地","ﾓﾗｰｼﾞｭ菖蒲SC　2階","0480-44-9634","0480-44-9635","","200107","ｲｵﾝﾘﾃｰﾙ","支店","000009","赤木",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",20000000
"200406","スタイル・インデックス　株式会社","","スタイルインデックス","ｽﾀｲﾙ･ｲ","130-0026","東京都墨田区","両国4-31-11","ヒューリック両国ビル　5階","03-5625-8171","03-5625-8175","","200406","スタイルインデックス","通常","000011","三島",30,0,0,10,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",2000000
"200407","株式会社　フラット","","㈱フラット","ﾌﾗｯﾄ","577-0065","大阪府東大阪市","高井田中3-8-10","","06-6787-8181","06-6787-8787","","200407","㈱フラット","通常","000009","赤木",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200408","株式会社　リクルーブ","","㈱リクルーブ","ﾘｸﾙｰﾌﾞ","485-0059","愛知県小牧市","小木東1-22","","0568-77-6333","0568-77-6334","","200408","㈱リクルーブ","通常","000008","河田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1000000
"200409","サンエース　株式会社　札幌","","サンエース㈱札幌","ｻﾝｴｰｽ","060-0004","北海道札幌市中央区","北四条西17丁目19-23","","011-643-0111","011-644-6861","","200409","サンエース㈱札幌","通常","000005","㈱インテック",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"",1
"200410","アマゾンジャパン　合同会社","ﾎｰﾑｱﾝﾄﾞｷｯﾁﾝ","ｱﾏｿﾞﾝｼﾞｬﾊﾟﾝﾎｰﾑ","ｱﾏｿﾞﾝﾎｰﾑ","153-0064","東京都目黒区","下目黒1-8-1","ARCO TOWER ANNEX","03-4288-4161","03-4288-4004","","200295","ｱﾏｿﾞﾝｼﾞｬﾊﾟﾝ合同会社","支店","000018","上野",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200411","株式会社　三州大阪営業所","","㈱三州大阪営業所","ｻﾝｼｭｳｵ","639-0256","奈良県香芝市","高山台1-14-35","","0745-71-6201","0745-71-6202","","200017","㈱エスパル","支店","000003","岡田",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200412","株式会社　アッキーワン","秋葉原店","㈱アッキーワン","ｱｯｷｰﾜﾝ","101-0021","東京都千代田区","外神田1-12-1","","03-5207-7230","03-5207-7231","","200412","㈱アッキーワン","通常","000019","松宮",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1500000
"200413","株式会社　北海道クラウン","","㈱北海道クラウン","ﾎｯｶｲﾄﾞ","003-0805","北海道札幌市白石区","菊水五条3丁目3-6","","011-841-1211","011-824-2518","","200413","㈱北海道クラウン","通常","000005","㈱インテック",20,0,0,10,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200414","株式会社　パンデミック","","㈱パンデミック","ﾊﾟﾝﾃﾞﾐ","151-0063","東京都渋谷区","富ケ谷1-45-13","","03-6407-2363","03-6407-2375","","200414","㈱パンデミック","通常","000011","三島",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",100000
"200415","アマゾンジャパン　合同会社","ｼﾞｭｴﾘｰ","ｱﾏｿﾞﾝｼﾞｬﾊﾟﾝｼﾞｭｴﾘｰ","ｱﾏｿﾞﾝｼﾞｭｴﾘ","153-0064","東京都目黒区","下目黒1-8-1","ARCO TOWER ANNEX","03-4288-4161","03-4288-4004","","200295","ｱﾏｿﾞﾝｼﾞｬﾊﾟﾝ合同会社","支店","000012","三島No.2",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200416","株式会社　イオン","ﾆﾐｳｽ　ｲｵﾝ岡山ﾋﾞﾌﾞﾚ店","ｲｵﾝ岡山ﾋﾞﾌﾞﾚﾚ店","ﾆﾐｳｽ","700-0903","岡山県岡山市","幸町7-6","岡山ビブレB棟　1F","086-232-8881","","","200107","ｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200417","東邦電機　株式会社","","東邦電機㈱","ﾄｳﾎｳﾃﾞ","558-0056","大阪府大阪市住吉区","万代東1-4-2","","06-6694-3331","06-6694-3337","","200417","東邦電機㈱","通常","000009","赤木",20,0,0,15,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",200000
"200418","ブラッドワース","","ブラッドワース","ﾌﾞﾗｯﾄﾞ","166-0004","東京都杉並区","阿佐谷南1-45-15","カーサエスペランサ201","03-3316-2575","03-3316-2575","","200418","ブラッドワース","通常","000011","三島",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"",1
"200419","株式会社　NYエンタープライズ","","㈱NYエンタープライズ","ｴﾇﾜｲｴﾝﾀｰ","220-0209","神奈川県相模原市","緑区三ケ木1799-1","","042-780-0702","042-780-0702","","200419","㈱NYエンタープライズ","通常","000011","三島",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"",1
"200420","BEIJING BLOSSOM INTERNATIONL","TRADE CO.,LTD","BEIJING BLOSSOM INTE","ﾍﾞｲｼﾞﾝ","100024","No.3129 Dongxu Garden No.18","Shuangziao East Road Chaoyang","District BEIJING,CHINA","8610-85370325","8610-85372401","","200420","BEIJING BLOSSOM INTE","通常","000001","高橋",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"",1
"200421","サンエース　株式会社　東京","","サンエース㈱東京","ｻﾝｴｰｽ","103-0006","東京都中央区","日本橋富沢町7-16","","03-3661-5511","03-3661-5567","","200421","サンエース㈱東京","通常","000005","㈱インテック",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200422","株式会社　ゆうわ","","㈱ゆうわ","ﾕｳﾜ","110-0015","東京都台東区","東上野1-7-9-2F","","03-5846-5216","03-5846-5217","","200422","㈱ゆうわ","通常","000020","高橋寛",30,0,0,30,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",5000000
"200423","株式会社　ベストネット","","㈱ベストネット","ﾍﾞｽﾄﾈｯ","154-0004","東京都世田谷区","太子堂1-4-17","FビルB1","03-3410-6969","03-5431-0472","","200423","㈱ベストネット","通常","000003","岡田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200424","びいどろはうす","","びいどろはうす","ﾋﾞｲﾄﾞﾛ","040-0063","北海道函館市","若松町20-1","和光デパート内1F","0138-27-3178","","","200424","びいどろはうす","通常","000005","㈱インテック",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"",1
"200425","アマゾンジャパン　合同会社","委託販売ｻｰﾋﾞｽ","ｱﾏｿﾞﾝｼﾞｬﾊﾟﾝ委託販売","ｱﾏｿﾞﾝｲﾀｸ","153-0064","東京都目黒区","下目黒1-8-1","ARCO TOWER ANNEX","03-4288-4161","03-4288-4004","","200425","ｱﾏｿﾞﾝｼﾞｬﾊﾟﾝ委託販売","通常","000012","三島No.2",30,0,0,30,0,0,2,"2ヶ月後",0,"",0,"",9,"指定なし",0,"",0,"",1
"200426","有限会社　サンワイ商事","","㈲サンワイ商事","ｻﾝﾜｲｼｮ","564-0042","大阪府吹田市","穂波町11-1","","06-6385-5599","06-6385-6899","","200426","㈲サンワイ商事","通常","000011","三島",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200427","株式会社　ジェーカンパニー","","㈱ジェーカンパニー","ｼﾞｪｰｶﾝ","110-0012","東京都台東区","竜泉3-5-1","三上ビル","03-5808-9424","03-5808-9425","","200427","㈱ジェーカンパニー","通常","000011","三島",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"",1
"200428","Rakuten Direct 株式会社","","Rakuten Direct㈱","ﾗｸﾃﾝﾀﾞｲﾚｸﾄ","810-0001","福岡県福岡市中央区","天神1-15-6","","092-737-0824","092-737-0825","","200428","Rakuten Direct㈱","通常","000011","三島",30,0,0,30,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",10000000
"200429","株式会社　フィッシュランド","エリザベス事業部","㈱フィッシュランド","ﾌｨｯｼｭﾗ","060-0053","北海道札幌市中央区","南三条東4-1-20","E・Fビル","011-210-5946","","","200429","㈱フィッシュランド","通常","000005","㈱インテック",30,0,0,20,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",1
"200430","株式会社　イオン","ﾆﾐｳｽ　ｲｵﾝ宇多津ﾋﾞﾌﾞﾚ店","ｲｵﾝ宇多津ﾋﾞﾌﾞﾚ店","ﾆﾐｳｽ","769-0202","香川県綾歌郡宇多津町","浜二番丁16","","0877-49-8111","","","200107","ｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200431","株式会社　創芸社","","㈱創芸社","ｿｳｹﾞｲｼ","102-0072","東京都千代田区","飯田橋1-4-8","アイルズBMビル","03-3263-2911","03-3239-7341","","200431","㈱創芸社","通常","000008","河田",30,0,0,20,0,0,1,"翌月",0,"",0,"",9,"指定なし",0,"",0,"",1
"200432","ニミウスオンラインショップ","","ﾆﾐｳｽｼﾞｬﾊﾟﾝｵﾝﾗｲﾝｼｮｯﾌﾟ","ﾆﾐｳｽｼﾞ","221-0821","神奈川県横浜市神奈川区","富家町1-1　トーカイプラザビル5F","㈱マイカル東日本営業部内","045-438-3561","045-438-3570","","200107","ｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200433","株式会社　ストリーム","","㈱ストリーム","ｽﾄﾘｰﾑ","105-0014","東京都港区","芝2-7-17","住友芝公園ビル14階","03-6858-8191","03-6858-8198","","200433","㈱ストリーム","通常","000011","三島",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",5000000
"200434","保土ヶ谷電子販売　株式会社","","保土ヶ谷電子販売㈱","ﾎﾄﾞｶﾞﾔ","104-0041","東京都中央区","新富1-13-21","ヤマト第一ビル2F","03-6222-5590","03-3552-6380","","200434","保土ヶ谷電子販売㈱","通常","000015","石井",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",5000000
"200435","株式会社　ミスズ","","㈱ミスズ","ﾐｽｽﾞ","167-0053","東京都杉並区","西荻南2-17-8","","03-3247-5585","03-3247-5792","","200435","㈱ミスズ","通常","000011","三島",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1000000
"200436","株式会社　スクエア","","㈱スクエア","ｽｸｴｱ","409-3854","山梨県中巨摩郡昭和町","築地新田15番地-1","","055-267-5311","055-267-5355","","200436","㈱スクエア","通常","000008","河田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200437","株式会社　ユナイテッドアローズ","","㈱ﾕﾅｲﾃｯﾄﾞｱﾛｰｽﾞ","ﾕﾅｲﾃｯﾄ","107-0052","東京都港区","赤坂8-1-19","日本生命赤坂ビル　4F","03-5785-6369","03-5785-6371","","200437","㈱ﾕﾅｲﾃｯﾄﾞｱﾛｰｽﾞ","通常","000020","高橋寛",20,0,0,20,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1000000
"200438","株式会社　リアル","","㈱リアル","ﾘｱﾙ","140-0002","東京都品川区","東品川4-12-8","品川シーサイドイーストタワー15F","03-5783-6920","03-5783-6921","","200438","㈱リアル","通常","000008","河田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200439","株式会社　ｸﾞﾛｰﾘｰｺｰﾎﾟﾚｰｼｮﾝ","ﾌﾞﾗﾝﾄﾞ村","㈱ｸﾞﾛｰﾘｰｺｰﾎﾟﾚｰｼｮﾝ","ｸﾞﾛｰﾘｰ","111-0032","東京都台東区","浅草1-8-3","","03-3845-5539","03-3845-5817","","200439","㈱ｸﾞﾛｰﾘｰｺｰﾎﾟﾚｰｼｮﾝ","通常","000005","㈱インテック",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200440","有限会社　ドリームズ","","㈲ドリームズ","ﾝﾄﾞﾘｰﾑ","530-0002","大阪府大阪市北区","曽根崎新地2-6-21","GUILDﾋﾞﾙ3F","06-6940-6696","06-6940-6697","","200403","㈱ｴｽ･ｹｲ･ｲﾝﾀｰﾅｼｮﾅﾙ","支店","000011","三島",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200441","株式会社　渋谷フェイス","","㈱渋谷フェイス","ｼﾌﾞﾔﾌｪ","150-0031","東京都渋谷区","桜丘町4-22","日本発明振興会館4F","03-5784-0918","03-5784-0919","","200441","㈱渋谷フェイス","通常","000011","三島",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200442","株式会社　ハイブリッドスタイル","","㈱ﾊｲﾌﾞﾘｯﾄﾞｽﾀｲﾙ","ﾊｲﾌﾞﾘｯ","577-0809","大阪府東大阪市","永和2-2-7","","06-6730-5551","06-6730-5553","","200442","㈱ﾊｲﾌﾞﾘｯﾄﾞｽﾀｲﾙ","通常","000011","三島",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",3000000
"200443","ブライトオンライン","合同会社","ブライトオンライン","ﾌﾞﾗｲﾄｵ","060-0009","北海道札幌市中央区","北九条西22丁目1-23","","011-616-1595","011-622-3627","","200443","ブライトオンライン","通常","000005","㈱インテック",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200444","株式会社　利翔","","㈱利翔","ﾘｼｮｳ","060-0009","北海道札幌市中央区","北九条西22丁目1-23","","011-622-3627","011-616-1595","","200444","㈱利翔","通常","000005","㈱インテック",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200445","株式会社　オークウッド","","㈱オークウッド","ｵｰｸｳｯﾄ","158-0097","東京都世田谷区","用賀2-29-3","コーポラス広田101","03-5491-5018","03-5491-5019","","200445","㈱オークウッド","通常","000008","河田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",2000000
"200446","株式会社　アイフリーク","","㈱アイフリーク","ﾝｱｲﾌﾘｰｸ","107-0052","東京都港区","赤坂2-17-22","赤坂ツインタワー東館　11階","03-6416-9849","03-6416-3693","","200446","㈱アイフリーク","通常","000011","三島",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",20000
"200447","株式会社　ﾀｲﾑﾘﾝｸｺｰﾎﾟﾚｰｼｮﾝ","","㈱ﾀｲﾑﾘﾝｸｺｰﾎﾟﾚｰｼｮﾝ","ﾀｲﾑﾘﾝｸ","230-0076","神奈川県横浜市鶴見区","馬場3-2-32-2F","","045-583-1984","045-583-1983","","200447","㈱ﾀｲﾑﾘﾝｸｺｰﾎﾟﾚｰｼｮﾝ","通常","000003","岡田",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",100000
"200448","株式会社　グラシアスジャパン","","㈱グラシアスジャパン","ｸﾞﾗｼｱｽ","110-0013","東京都台東区","入谷1-14-13","セントレービル3F","03-5808-0539","03-5808-0639","","200448","㈱グラシアスジャパン","通常","000011","三島",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200449","株式会社　グッドリブ","510700","㈱グッドリブ","ｸﾞｯﾄﾞﾘ","104-0033","東京都中央区","新川1-6-1","アステール茅場町1・2F","03-6280-0888","03-6280-0889","","200449","㈱グッドリブ","通常","000015","石井",30,0,0,15,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",300000
"200450","アマゾンジャパン　合同会社","ｱﾊﾟﾚﾙ","ｱﾏｿﾞﾝｼﾞｬﾊﾟﾝｱﾊﾟﾚﾙ","ｱﾏｿﾞﾝｱﾊﾟﾚﾙ","153-0064","東京都目黒区","下目黒1-8-1","ARCO TOWER ANNEX","03-4288-4161","03-4288-4004","","200295","ｱﾏｿﾞﾝｼﾞｬﾊﾟﾝ合同会社","支店","000012","三島No.2",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200451","株式会社　B4F","","㈱B4F","ﾋﾞｰﾌｫｰ","151-0063","東京都渋谷区","富ケ谷1-13-9","フォンテ西原宿ビル5F","03-5738-5350","03-5738-5351","","200451","㈱B4F","通常","000015","石井",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",5000000
"200452","株式会社　DMM.COM","","㈱DMM.COM","ﾃﾞｨｰｴﾑ","150-6014","東京都渋谷区","恵比寿恵比寿4-20-3","恵比寿ｶﾞｰﾃﾞﾝﾌﾟﾚｲｽﾀﾜｰ14F","03-5789-7031","03-5789-7066","","200452","㈱DMM.COM","通常","000011","三島",30,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200453","全日空商事　株式会社　ﾘﾃｰﾙｶﾝﾊﾟﾆｰ","WEBセールス事業部","全日空商事㈱","ｾﾞﾝﾆｯｸ","105-0040","東京都港区","東新橋1-5-2","汐留シティセンター38階","03-6735-5018","03-6735-5040","","200453","全日空商事㈱","通常","000020","高橋寛",30,0,0,30,0,0,2,"2ヶ月後",0,"",0,"",1,"振込",0,"",0,"",3000000
"200454","ｲｵﾝﾘﾃｰﾙ　株式会社","ﾆﾐｳｽ　ｲｵﾝ京都店","ｲｵﾝ京都店","ﾆﾐｳｽｷｮｳﾄ","601-8417","京都府京都市南区","西九条鳥居口町1番地","イオンモール京都","075-691-0605","075-691-0605","","200107","ｲｵﾝﾘﾃｰﾙ","支店","000019","松宮",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200455","アマゾンジャパン　合同会社","ｽﾎﾟｰﾂ","ｱﾏｿﾞﾝｼﾞｬﾊﾟﾝｽﾎﾟｰﾂ","ｱﾏｿﾞﾝｽﾎﾟｰﾂ","153-0064","東京都目黒区","下目黒1-8-1","ARCO TOWER ANNEX","03-4288-4161","03-4288-4004","","200295","ｱﾏｿﾞﾝｼﾞｬﾊﾟﾝ合同会社","支店","000012","三島No.2",0,0,0,0,0,0,0,"",0,"",0,"",0,"",0,"",0,"",1
"200456","株式会社　ファミリア","キャラクター課","㈱ファミリア","ﾌｧﾐﾘｱ","651-0086","兵庫県神戸市中央区","磯上通4-3-10","","078-291-4567","","","200456","㈱ファミリア","通常","000011","三島",30,0,0,20,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",2000000
"200457","株式会社　LAYLA","","㈱LAYLA","ﾚｲﾗ","110-0005","東京都台東区","上野7-10-12","","03-3841-3325","03-3841-3326","","200457","㈱LAYLA","通常","000009","赤木",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",1
"200458","春明社","","春明社","ｼｭﾝﾒｲｼ","541-0057","大阪府大阪市中央区","北久宝寺町2-4-10","","06-4708-6805","06-4708-6806","","200458","春明社","通常","000009","赤木",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"",100000
"200459","株式会社　CONFIT","","㈱CONFIT","ｺﾝﾌｨｯﾄ","819-0002","福岡県福岡市西区","姪の浜4-8-2","姫浜デイトス2F","092-883-0142","","","200459","㈱CONFIT","通常","000009","赤木",30,0,0,30,0,0,0,"当月",0,"",0,"",1,"振込",0,"",0,"",100000
"200460","株式会社　タイムクラブ","","㈱タイムクラブ","ﾀｲﾑｸﾗﾌ","541-0054","大阪府大阪市中央区","南本町1-3-5","JSKビル6F","06-6261-4284","06-6261-4285","","200460","㈱タイムクラブ","通常","000011","三島",20,0,0,30,0,0,1,"翌月",0,"",0,"",1,"振込",0,"",0,"",2000000
